Benchmark,Device,Device Name,Skipped,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Batch GPU (sec),Batch,Duration,BlockSize (pow2),BlockSize,NumBlocks (pow2),NumBlocks,Elem/s (elem/sec),GlobalMem BW (bytes/sec),BWPeak,T,In,Out,Items,InSize (bytes),OutSize (bytes)
copy_sweep_grid_shape,1,Quadro GP100,No,448,0.0011223883750000004,0.002772433370845318,0.001117700926693421,0.002767310086041235,0.001115604862286027,471,,2^8,256,2^10,1024,60041879180.089096,480335033440.71277,0.6560520015306938,,,,,,
copy_sweep_grid_shape,1,Quadro GP100,No,474,0.001060387455696202,0.0015438063319203115,0.0010557063963845812,0.0015281670861921415,0.0010540968806868097,498,,2^10,1024,2^10,1024,63567734580.20524,508541876641.6419,0.6945775194515432,,,,,,
copy_type_sweep,0,Quadro GV100,No,197,0.0025498305939086305,0.0029889374958217657,0.002543548455698237,0.0030039924801443835,0.002539370934940079,206,,,,,,105535813716.71214,211071627433.4243,0.24249957195935695,U8,,,,,
copy_type_sweep,0,Quadro GV100,No,314,0.001601867525477707,0.0041088290293520464,0.001595620784789893,0.004121783467130656,0.0015915001814459024,331,,,,,,84116307132.25725,336465228529.029,0.3865639114533881,U16,,,,,
copy_type_sweep,0,Quadro GV100,No,13509,0.0010828757243319257,0.009631338263504865,0.0010766108759909336,0.00968747141038187,0.0010754745522399284,13510,,,,,,62333444233.72251,498667553869.7801,0.5729176859717142,U32,,,,,
copy_type_sweep,0,Quadro GV100,No,15542,0.000936680335671086,0.006014811602456382,0.0009304157742707227,0.006054554605786883,0.0009291894323484043,15543,,,,,,36063911347.91389,577022581566.6222,0.6629395468366523,U64,,,,,
copy_type_sweep,0,Quadro GV100,No,13508,0.0010830444422564424,0.009669058622361396,0.0010767860333789413,0.009724931080690958,0.0010753850626975213,13509,,,,,,62323304648.94053,498586437191.52423,0.5728244912586445,F32,,,,,
copy_type_sweep,0,Quadro GV100,No,15546,0.0009366829067284162,0.005915735845058088,0.000930411673893452,0.005957150780596753,0.000929181897058261,15547,,,,,,36064070283.626465,577025124538.0234,0.6629424684490159,F64,,,,,
copy_type_sweep,1,Quadro GP100,No,5497,0.0027078292635983312,0.006395900728715414,0.002703092247003721,0.006391943780941085,0.0026997315984675927,5498,,,,,,99306805491.95126,198613610983.90253,0.2712707754915627,U8,,,,,
copy_type_sweep,1,Quadro GP100,No,330,0.001520048475757576,0.004360351977281759,0.0015153354655612601,0.004371610333527513,0.0015136887122844827,348,,,,,,88572947080.2609,354291788321.0436,0.48389940494023653,U16,,,,,
copy_type_sweep,1,Quadro GP100,No,12935,0.001135307039969079,0.006620691359921369,0.0011306220265028327,0.006643085804704841,0.0011301225775930074,12936,,,,,,59355701929.47401,474845615435.79205,0.6485544354182038,U32,,,,,
copy_type_sweep,1,Quadro GP100,No,478,0.0010522014937238498,0.002705184693469705,0.0010475129038718955,0.0026904354098530054,0.0010449056396484376,500,,,,,,32032476044.899876,512519616718.398,0.7000104030791057,U64,,,,,
copy_type_sweep,1,Quadro GP100,No,12933,0.0011353411816283944,0.0066894954953519185,0.0011306308270201252,0.006710880496820158,0.001130335244040081,12934,,,,,,59355239921.125435,474841919369.0035,0.6485493872500594,F32,,,,,
copy_type_sweep,1,Quadro GP100,No,477,0.0010531248867924527,0.0028403001389236257,0.0010484168726943076,0.0028275833565767315,0.001045540454641914,497,,,,,,32004856917.047768,512077710672.7643,0.6994068382221977,F64,,,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I8,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,No,712,0.0007091774676966297,0.002907153358900259,0.0007029326261764157,0.0029793074635008562,0.0006997137222698028,748,,,,,,95469838076.85379,286409514230.56134,0.3290550485185677,,I8,I16,67108864,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,No,622,0.0008109339212218649,0.0030780801739523534,0.0008046977720268298,0.003128636670235119,0.0008020894928445145,654,,,,,,83396358648.99908,416981793244.9954,0.4790691558421363,,I8,I32,67108864,67108864,268435456
copy_type_conversion_sweep,0,Quadro GV100,No,614,0.0008210284218241037,0.0032226581332443155,0.0008147683657147577,0.0032802944549392547,0.0008120876105256783,645,,,,,,82365573853.77692,411827869268.8846,0.47314782774458247,,I8,F32,67108864,67108864,268435456
copy_type_conversion_sweep,0,Quadro GV100,No,12047,0.001218285543537808,0.010379223139149431,0.0012120340953301184,0.010435925751575564,0.0012109437788209631,12048,,,,,,55368792229.992294,498319130069.93066,0.5725173828928432,,I8,I64,67108864,67108864,536870912
copy_type_conversion_sweep,0,Quadro GV100,No,12345,0.0011880294179019875,0.007390662960171094,0.0011817586330519084,0.007441978357839151,0.00118048292704533,12346,,,,,,56787284749.24732,511085562743.2259,0.5871846998428606,,I8,F64,67108864,67108864,536870912
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I16,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I16,I16,,,
copy_type_conversion_sweep,0,Quadro GV100,No,30679,0.00045337666328758926,0.005585454361874255,0.0004471040883478709,0.005691409845285877,0.00044639401537845537,30680,,,,,,75048367649.66653,450290205897.9992,0.5173370931732527,,I16,I32,33554432,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,No,1111,0.00045644497029703035,0.004630719301683377,0.000450117155493756,0.004699806594964763,0.0004474967917148505,1162,,,,,,74545996726.5466,447275980359.2796,0.513874058317187,,I16,F32,33554432,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,No,21586,0.0006636389210136234,0.00678406319186359,0.0006573809432517179,0.006858260008522721,0.0006561174402032673,21587,,,,,,51042599187.65498,510425991876.5498,0.5864269208140508,,I16,I64,33554432,67108864,268435456
copy_type_conversion_sweep,0,Quadro GV100,No,21638,0.0006617334348830768,0.006935544837856402,0.0006554566019343122,0.0070075276540148375,0.000653902132173752,21639,,,,,,51192454086.1711,511924540861.71094,0.5881485993356054,,I16,F64,33554432,67108864,268435456
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I32,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I32,I16,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I32,I32,,,
copy_type_conversion_sweep,0,Quadro GV100,No,47462,0.00027253003156209153,0.012292429580379986,0.0002662904619916644,0.01259432062607704,0.00026489117725947637,47463,,,,,,63003443212.04103,504027545696.32825,0.5790757648165535,,I32,F32,16777216,67108864,67108864
copy_type_conversion_sweep,0,Quadro GV100,No,35529,0.0003843450104703185,0.007061698560844491,0.0003780983807571241,0.007193170430510475,0.0003773213782537234,35530,,,,,,44372620603.146774,532471447237.7613,0.6117548796389721,,I32,I64,16777216,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,No,35498,0.0003847829341653037,0.007946267454909624,0.0003785711211350411,0.008088117160474145,0.00037782656535605304,35499,,,,,,44317210329.45711,531806523953.4853,0.6109909512333241,,I32,F64,16777216,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F32,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F32,I16,,,
copy_type_conversion_sweep,0,Quadro GV100,No,47607,0.00027168871905392146,0.01320649583700062,0.0002654402574849676,0.013542194342127112,0.00026387154338796694,47608,,,,,,63205243089.21048,505641944713.68384,0.580930543099361,,F32,I32,16777216,67108864,67108864
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F32,F32,,,
copy_type_conversion_sweep,0,Quadro GV100,No,35499,0.00038478567168089093,0.007793965803915478,0.00037854311241399495,0.007936841129938173,0.0003779212159950015,35500,,,,,,44320489396.863045,531845872762.35657,0.6110361589641045,,F32,I64,16777216,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,No,35509,0.00038455552378270424,0.008192214819970133,0.0003782884006425947,0.008364103785135068,0.0003775098086048749,35510,,,,,,44350331576.38646,532203978916.6376,0.6114475860715045,,F32,F64,16777216,67108864,134217728
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I64,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I64,I16,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I64,I32,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I64,F32,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,I64,I64,,,
copy_type_conversion_sweep,0,Quadro GV100,No,52100,0.00024245567445297397,0.008539487651977316,0.0002361851441692315,0.008809731550468568,0.00023509478066781645,52101,,,,,,35517085672.37146,568273370757.9434,0.6528876042715341,,I64,F64,8388608,67108864,67108864
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F64,I8,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F64,I16,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F64,I32,,,
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F64,F32,,,
copy_type_conversion_sweep,0,Quadro GV100,No,51780,0.0002443157005407483,0.009752081536074006,0.00023802995230194252,0.010060889608084888,0.00023685153101656335,51781,,,,,,35241816917.89358,563869070686.2972,0.6478275168730437,,F64,I64,8388608,67108864,67108864
copy_type_conversion_sweep,0,Quadro GV100,Yes,,,,,,,,,,,,,,,,,F64,F64,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I8,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,No,21576,0.0006664836124397485,0.008032774520430731,0.0006617529590178744,0.008026552131843242,0.000660956536269952,21577,,,,,,101410750168.15656,304232250504.46967,0.415527002983596,,I8,I16,67108864,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,No,16864,0.0008629180932163245,0.007882137751662148,0.0008582004840137586,0.00791837780480227,0.0008575679956081893,16865,,,,,,78197187312.3811,390985936561.9055,0.534017068075155,,I8,I32,67108864,67108864,268435456
copy_type_conversion_sweep,1,Quadro GP100,No,16866,0.0008626138966559889,0.007971447505119814,0.0008578826743068147,0.008007931525887958,0.0008570867944797,16867,,,,,,78226156104.88371,391130780524.4186,0.5342148990991294,,I8,F32,67108864,67108864,268435456
copy_type_conversion_sweep,1,Quadro GP100,No,10113,0.0014600333443093004,0.005526790210274132,0.0014553281934728316,0.0055395074611650314,0.0014537668022591766,10114,,,,,,46112529325.676674,415012763931.09,0.5668334297572799,,I8,I64,67108864,67108864,536870912
copy_type_conversion_sweep,1,Quadro GP100,No,10100,0.0014618894557425724,0.005445897883226132,0.001457197949886321,0.005462563281467926,0.0014559329674746807,10101,,,,,,46053361525.27205,414480253727.4484,0.5661061157772187,,I8,F64,67108864,67108864,536870912
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I16,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I16,I16,,,
copy_type_conversion_sweep,1,Quadro GP100,No,30414,0.00046039200555665144,0.00783107553466636,0.00045566900502105564,0.00787891812842585,0.0004554145292263416,30415,,,,,,73637731841.00926,441826391046.0556,0.6034560629453338,,I16,I32,33554432,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,No,30506,0.00045893235589720245,0.007769133803136496,0.00045424179060767235,0.007825865470567534,0.00045380600078266583,30507,,,,,,73869099439.55573,443214596637.33435,0.6053521042358697,,I16,F32,33554432,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,No,19198,0.0007536445464110835,0.0055724274957070705,0.0007489312136715944,0.005596667585138299,0.0007480235320061677,19199,,,,,,44803089238.998634,448030892389.9864,0.6119303053840505,,I16,I64,33554432,67108864,268435456
copy_type_conversion_sweep,1,Quadro GP100,No,19239,0.0007522073903529291,0.005390014038421145,0.0007475173373753664,0.00541460189354359,0.0007464590773358217,19240,,,,,,44887831120.83274,448878311208.3274,0.6130877283767584,,I16,F64,33554432,67108864,268435456
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I32,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I32,I16,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I32,I32,,,
copy_type_conversion_sweep,1,Quadro GP100,No,47007,0.00027858482081392173,0.007845561244706417,0.00027388008982136936,0.007927787169621173,0.0002735391274529489,47008,,,,,,61257523359.73918,490060186877.91345,0.669334826920227,,I32,F32,16777216,67108864,67108864
copy_type_conversion_sweep,1,Quadro GP100,No,1196,0.00042285716053511705,0.0044259706705914136,0.000418105284879638,0.004434430384125105,0.00041619211102596686,1254,,,,,,40126773343.29734,481521280119.5681,0.6576722029605115,,I32,I64,16777216,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,No,1195,0.0004233829054393305,0.004675323526829325,0.0004187026210409825,0.004672495644368017,0.000416603259004343,1252,,,,,,40069527050.69847,480834324608.3817,0.6567339442312906,,I32,F64,16777216,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F32,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F32,I16,,,
copy_type_conversion_sweep,1,Quadro GP100,No,46545,0.000281580676807392,0.012343793517939674,0.00027684729846364837,0.012502080899567246,0.00027647899042774625,46546,,,,,,60600974230.5755,484807793844.604,0.6621609946522673,,F32,I32,16777216,67108864,67108864
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F32,F32,,,
copy_type_conversion_sweep,1,Quadro GP100,No,1196,0.00042307038377926434,0.004605601751545893,0.00041839050190105916,0.004593649085141324,0.00041637280448239853,1257,,,,,,40099418901.16681,481193026814.0017,0.6572238674797882,,F32,I64,16777216,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,No,1195,0.00042337769372384964,0.004694569298674352,0.00041869027609605687,0.004721621480904926,0.00041666047469429343,1265,,,,,,40070708487.50959,480848501850.1151,0.6567533078153889,,F32,F64,16777216,67108864,134217728
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I64,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I64,I16,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I64,I32,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I64,F32,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,I64,I64,,,
copy_type_conversion_sweep,1,Quadro GP100,No,1910,0.0002665688994764398,0.004225222015302186,0.0002618850015064806,0.004212590939733298,0.0002600365045472557,2011,,,,,,32031647294.594746,512506356713.5159,0.6999922922769831,,I64,F64,8388608,67108864,67108864
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F64,I8,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F64,I16,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F64,I32,,,
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F64,F32,,,
copy_type_conversion_sweep,1,Quadro GP100,No,1912,0.00026628649320083707,0.004156825161653807,0.0002615861928238536,0.00409518011787359,0.0002597900572277251,2016,,,,,,32068236895.242805,513091790323.8849,0.7007918901932432,,F64,I64,8388608,67108864,67108864
copy_type_conversion_sweep,1,Quadro GP100,Yes,,,,,,,,,,,,,,,,,F64,F64,,,
